display_id,webpage_url,fulltitle,uploader,upload_date,duration_string,view_count,like_count,description,archived_at
K74fHO1C9oA,https://www.youtube.com/watch?v=K74fHO1C9oA,Full Fight！きたむらvsだいな ターゲットNo.94ライト級ワンマッチ,アラカク通信,20240328,5:34,88,,"ターゲットNo.94

☆ライト級ワンマッチ
🟥 きたむら
29歳170cm vkデリンジャー
【16勝5敗】
🆚
🟦 だいな
23歳 177cm ターゲットPJ
【2勝1敗】


#アラカク 
#あらかく
#格闘技 
#架空 
#クロコップ
#mma",2026-05-28T20:11:42
Kb-ww6HuFQg,https://www.youtube.com/watch?v=Kb-ww6HuFQg,【かぜのvsこだま】Full Fight！ターゲットNo.102 ミドル級ワンマッチ,アラカク通信,20260112,7:43,75,3,"ターゲットNo.102対戦カード

☆ミドル級ワンマッチ
🟥かぜの
27歳 185cm 日本MMAチーム
【0勝1敗】
🆚
🟦こだま
25歳 187cm チームジャパン
【メジャーデビュー戦】


#アラカク #あらかく #格闘技 #架空 #クロコップ #mma",2026-05-28T20:11:42
Kb7j3t8T8Zs,https://www.youtube.com/watch?v=Kb7j3t8T8Zs,Full Fight！ロコール・アラニンvsチャールス・ブランディン エンペラーNo.111 ミドル級ワンマッチ,アラカク通信,20220711,5:24,32,,"エンペラーNo.111

☆エンペラーミドル級ワンマッチ
チャールス・ブランディン
31歳 189cm オーバースロージム
【2勝3敗】
🆚
ロコール・アラニン
34歳 183cm チームストライン
【1勝1敗】",2026-05-28T20:11:42
Kk2Aas86c94,https://www.youtube.com/watch?v=Kk2Aas86c94,Full Fight！コルト・アプローvsブルーワン エンペラーNo.113 ライト級ワンマッチ,アラカク通信,20230612,5:44,116,2,"エンペラーNo.113

☆ライト級ワンマッチ
🟥ブルーワン
26歳 178cm ブルーワンジム
【15勝5敗】
🆚
🟦コルト・アプロー
③37歳 175cm マジシャンズ
【18勝11敗】


#アラカク 
#ARAKAKU 
#格闘技 
#架空 
#クロコップ",2026-05-28T20:11:42
Kw4Do4ouPKY,https://www.youtube.com/watch?v=Kw4Do4ouPKY,【森本カメラ】試合観戦側映像① 2025.7.26アラカク試合だけのライブNo.3,アラカク通信,20250802,4:13,178,6,"2025.7.26アラカク試合だけライブNo.3
トンツカタン森本が提案してくれた観戦側の映像【森本カメラ】その①


【アラカク知らない人へ】

①アラカクなに？って方へ！
これが一番わかりやすいです⬇️
バキ童チャンネル（アラカクの説明）
https://youtu.be/VDwwo72yU9s?si=XgCzRF5_4IQmQ6-0

＊アラカクのチャンネル【アラカク通信】はバキ童チャンネル見た後の方がおすすめです🙇‍♂️


②アラカク説明ありのライブ！
最初の1時間アラカクの説明してます！！ 
お笑いライブとしても最高です✨ 
 
アラカクライブNo.13
https://youtu.be/Q950wPcZuME?si=atMxlniH5Ybi655A 

アラカクライブNo.14
https://youtu.be/yN9h0C5MDHM?si=LV0FvalW9NmZZ8iB 

アラカクライブNo.15
https://youtu.be/bRsV2jPffak?si=b-Z4btMU_Xu2BMrl 



🟨エリートスピリッツミドル級GP 準決勝

【Ａブロック】
🟥オーロラデビル
24歳 188cm デビル軍
【6勝0敗】バトルモード
🆚
🟦ぱいそんはやし
26歳 188cm コミックファイト倶楽部
【22勝3敗】
現コミックファイトミドル級Ｗ王者

【Bブロック】
🟥エス・ガリオン
22歳 191cm チームセイバー
【4勝0敗】ネオマーキーズ
🆚
🟦ジャニマード・トスパチ
28歳 190cm チームボークン
【8勝1敗】アルバトロス



#アラカク
#あらかく
#格闘技
#架空
#クロコップ
#mma",2026-05-28T20:11:42
LFwrWUKZCYw,https://www.youtube.com/watch?v=LFwrWUKZCYw,アラカク知ってる人にアラカクのこと話してみた【その③】,アラカク通信,20210603,12:19,92,5,"☆その③はマイナー団体や現メジャー団体の王者の話！！


ARAKAKUファミリーの三人に改めてアラカクを話してみました。
（みんな芸人です！！！）


ARAKAKUファミリー⬇️

ヒガ2000Twitter
https://mobile.twitter.com/higasanblack

トッキブツ太田Twitter
https://mobile.twitter.com/tokki_ota 

蟹パーティー鈴木Twitter
https://mobile.twitter.com/zuwai_suzuki 




【荒木の架空の格闘技=ARAKAKU】

ARAKAKUが始まります。

ARAKAKUとは何かをこのYouTubeチャンネルで知ってもらえたら嬉しいです🥊

ARAKAKU note
https://note.com/xyz1090

ARAKAKU Twitter
https://mobile.twitter.com/ARAKAKU1



ケイダッシュステージ所属の芸人でもあります。
【クロコップ】
にんじゃりばんばん⬇️
https://youtu.be/IY1WaJ22vP0
空手家の子⬇️
https://youtu.be/RSdWBnQvynU

クロコップ荒木Twitter
https://mobile.twitter.com/@crocoparaki

#アラカク
#ARAKAKU
#架空",2026-05-28T20:11:42
LJ_Cbs1xmiQ,https://www.youtube.com/watch?v=LJ_Cbs1xmiQ,Full Fight！第５回 MAXバウトミドル級トーナメント一回戦Ａブロック　おとさわvsゼット,アラカク通信,20220814,18:08,48,5,"第5回MAXバウトミドル級ＧＰ
1回戦Aグループ


☆第三試合
①おとさわ
②日本ミドル級グラップリングのエース
③32歳　④183cm　⑤ゴッサブジャパン
⑥【19勝13敗】⑦ターゲット ⑧4回目
⑨第3回MAXバウトミドル級ＧＰ準優勝
⑩ストライカーの選手
🆚
①ゼット
②ブリザード
③ 32歳 ④188cm⑤RFチームクリスタル
⑥【8勝4敗】⑦M・H⑧2回目
⑨元リアルFCミドル級王者
   第4回MAXバウトミドル級ＧＰ準優勝
⑩誰でもいい


🚨①名前②キャッチコピー
③年齢④身長⑤所属ジム
⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数
⑨タイトル⑩戦いたい相手


#格闘技
#アラカク
#家格",2026-05-28T20:11:42
LK45sJahdK0,https://www.youtube.com/watch?v=LK45sJahdK0,Full Fight！第7回 MAXバウトライト級GP決勝　ランダーデビルvsブルーワン,アラカク通信,20250414,12:33,746,16,"第７回MAXバウトライト級GP決勝

🚨①名前②キャッチコピー
③年齢④身長⑤所属ジム
⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手

☆決勝
🟥①ランダーデビル
②デビル軍最強の男
③35歳④174cm⑤デビル軍
⑥【29勝5敗】⑦M・H⑧5回目
⑨現M・Hライト級王者
第5回 MAXバウトライト級トーナメント優勝
⑩ブルーワン
🆚
🟦①ブルーワン
②皇帝ビッグウェーブ
③28歳④178cm⑤エキサイトクラス
⑥【19勝5敗】⑦エンペラー⑧5回目
⑨現エンペラーライト級王者
⑩イスカン・アステ


#アラカク
#あらかく
#格闘技
#架空
#クロコップ",2026-05-28T20:11:42
LrsEZU2MKWI,https://www.youtube.com/watch?v=LrsEZU2MKWI,Full Fight！第６回 MAXバウトライト級トーナメント一回戦Ａブロック　さんごくvsマルコ・フレイザー,アラカク通信,20210906,7:29,23,2,"Full Fight！第６回 MAXバウトライト級トーナメント一回戦Ａブロック第二試合

⬇️選手情報です⬇️

🚨①名前②キャッチコピー
③年齢④身長⑤所属ジム
⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数
⑨タイトル

第６回 MAXバウトライト級トーナメント一回戦
Ａブロック第ニ試合

①さんごく  ②［一撃アーティスト］
③28歳 ④168cm ⑤チームジャパンA
⑥【4勝0敗】⑦M・H  ⑧1回目
⑨元バトルモードライト級王者
🆚
①マルコ・フレイザー  ②［疾風の如く］
③29歳 ④170cm ⑤ユーリンジム
⑥【4勝0敗】⑦エンペラー ⑧1回目
⑨現エンペラーライト級王者



【荒木の架空の格闘技=ARAKAKU】

ARAKAKUが始まります。

ARAKAKUとは何かをこのYouTubeチャンネルで知ってもらえたら嬉しいです🥊

ARAKAKU note
https://note.com/xyz1090

ARAKAKU Twitter
https://mobile.twitter.com/ARAKAKU1



ケイダッシュステージ所属の芸人でもあります。
【クロコップ】
にんじゃりばんばん⬇️
https://youtu.be/IY1WaJ22vP0
空手家の子⬇️
https://youtu.be/RSdWBnQvynU

クロコップ荒木Twitter
https://mobile.twitter.com/@crocoparaki

#アラカク
#架空
#白グローブ",2026-05-28T20:11:42
M3uPKocZYO4,https://www.youtube.com/watch?v=M3uPKocZYO4,Full Fight！ワインセルvsセンサー・ファッジ　No.95 ライト級ワンマッチ,アラカク通信,20240512,12:01,20,1,"ターゲットNo.95

☆ライト級ワンマッチ
🟥ワインセル
31歳 165cm ワインセルジム
【8勝7敗】
🆚
🟦センサー・ファッジ
31歳 174cm チームフラッシュ
【3勝2敗】


#アラカク 
#あらかく
#格闘技
 #架空 
#クロコップ
#shorts
#mma",2026-05-28T20:11:42
MTWFJz88t8Q,https://www.youtube.com/watch?v=MTWFJz88t8Q,Full Fight！【煽り付き】エリートスピリッツミドル級GP準決勝Aブロック　オーロラデビルvsぱいそんはやし,アラカク通信,20250805,10:03,155,4,"🟨エリートスピリッツミドル級GP 準決勝

【Ａブロック】
🟥オーロラデビル
24歳 188cm デビル軍
【6勝0敗】バトルモード
🆚
🟦ぱいそんはやし
26歳 188cm コミックファイト倶楽部
【22勝3敗】
現コミックファイトミドル級Ｗ王者


#アラカク
#あらかく
#格闘技
#架空
#クロコップ
#mma",2026-05-28T20:11:42
MZsxwh-pvtQ,https://www.youtube.com/watch?v=MZsxwh-pvtQ,Full Fight！第7回 MAXバウトライト級トーナメント二回戦Aブロック イスカン・アステvsマルコ・フレイザー,アラカク通信,20250210,12:37,157,7,"第7回MAXバウトライト級GP二回戦Aブロック

🚨①名前②キャッチコピー
③年齢④身長⑤所属ジム
⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手


☆Aブロック第二試合
🟥 ①イスカン・アステ
②ステゴロの伝説
③33歳④172cm⑤RFチームクリスタル
⑥【5勝1敗】⑦M・H⑧1回目
⑨元リアルファイトライト級王者
元グレネードライト級王者
🆚
🟦 ①マルコ・フレイザー
②逆襲の疾風レスラー
③32歳④170cm⑤ユーリンジム
⑥【9勝2敗】⑦エンペラー⑧2回目
⑨元アルバトロスライト級王者
元エンペラーライト級王者
⑩ブルーワン


#アラカク
#あらかく
#格闘技 
#架空 
#クロコップ
#mma",2026-05-28T20:11:42
N9hp48KuQP4,https://www.youtube.com/watch?v=N9hp48KuQP4,【煽りのみ】クロノ・マリーケンvsオーシューワイルド　マウンテン・ヒーローズNo.37 ミドル級ワンマッチ,アラカク通信,20250902,2:37,89,,"【煽りVのみ】
マウンテン・ヒーローズNo.37

☆ミドル級ワンマッチ
🟥クロノ・マリーケン31歳 183cm チームパウルソン【9勝8敗】
🆚
🟦オーシューワイルド
27歳 184cm  チームオーシュー
【1勝0敗】

#アラカク
#あらかく
#格闘技 
#架空
#クロコップ
#mma",2026-05-28T20:11:42
NP5jzWCHXI0,https://www.youtube.com/watch?v=NP5jzWCHXI0,【クロコップ荒木の実況付き】Full Fight！ザモンvsオーロラデビル　ターゲットNo.101 ミドル級ワンマッチ,アラカク通信,20251001,6:36,74,2,"クロコップ荒木が実況しました！（副音声）

ターゲットNo.101
☆ミドル級ワンマッチ
🟥ザモン
28歳 181cm  エキサイトクラス
【1勝1敗】
🆚
🟦オーロラデビル
24歳 188cm デビル軍
【メジャーデビュー戦】


【告知】
まによんpresents
『アラカクライブNo.16【秋の陣】』
【日程】2025年10月25日（土）
【会場】新宿バティオス
【開場】18時45分
【開演】19時00分
【料金】前売り予約2000円／当日2500円
ご予約↓
tiget.net/events/429764 #TIGET

【アラカク知らない人へ】

①アラカクなに？って方へ！
これが一番わかりやすいです⬇️
バキ童チャンネル（アラカクの説明）
https://youtu.be/VDwwo72yU9s?si=XgCzRF5_4IQmQ6-0

＊アラカクのチャンネル【アラカク通信】はバキ童チャンネル見た後の方がおすすめです🙇‍♂️


②アラカク説明ありのライブ！
最初の1時間アラカクの説明してます！！ 
お笑いライブとしても最高です✨ 
 
アラカクライブNo.13
https://youtu.be/Q950wPcZuME?si=atMxlniH5Ybi655A 

アラカクライブNo.14
https://youtu.be/yN9h0C5MDHM?si=LV0FvalW9NmZZ8iB 

アラカクライブNo.15
https://youtu.be/bRsV2jPffak?si=b-Z4btMU_Xu2BMrl


#アラカク
#あらかく
#格闘技
#架空
#クロコップ
#mma",2026-05-28T20:11:42
O3FMY6uqse0,https://www.youtube.com/watch?v=O3FMY6uqse0,Full Fight！トルー・パルドレスvsクロノ・マリーケン マウンテン・ヒーローズNo.27 ミドル級ワンマッチ,アラカク通信,20220604,4:46,14,1,"マウンテン・ヒーローズNo.27第二試合


☆ミドル級ワンマッチ
トルー・パルドレス
24歳 190cm マジシャンズC
【4勝1敗】
🆚
クロノ・マリーケン
27歳 183cm チームパウルソン
【6勝4敗】



【荒木の架空の格闘技=ARAKAKU】

ARAKAKUが始まります。

ARAKAKUとは何かをこのYouTubeチャンネルで知ってもらえたら嬉しいです🥊

ARAKAKU note
https://note.com/xyz1090

ARAKAKU Twitter
https://mobile.twitter.com/ARAKAKU1



ケイダッシュステージ所属の芸人でもあります。
【クロコップ】
にんじゃりばんばん⬇️
https://youtu.be/IY1WaJ22vP0
空手家の子⬇️
https://youtu.be/RSdWBnQvynU

クロコップ荒木Twitter
https://mobile.twitter.com/@crocoparaki

#アラカク
#架空
#MH",2026-05-28T20:11:42
O4QbvRk6qLE,https://www.youtube.com/watch?v=O4QbvRk6qLE,Full Fight！イスカン・アステvsジョン・バレー マウンテン・ヒーローズNo.34 ライト級ワンマッチ,アラカク通信,20240731,3:40,199,2,"マウンテン・ヒーローズNo.34

☆ライト級ワンマッチ
🟥イスカン・アステ
33歳 172cm RFチームクリスタル
【3勝1敗】
🟦ジョン・バレー39歳 170cm サイクロンジム【2勝4敗】


#アラカク 
#あらかく
#格闘技 
#架空 
#クロコップ
#mma",2026-05-28T20:11:42
OFTN9VZ7U2c,https://www.youtube.com/watch?v=OFTN9VZ7U2c,まによんpresentsアラカクライブNo.16［秋の陣］【概要欄見て】,アラカク通信,20251102,1:50:38,541,19,"10月25日に開催されたアラカクライブNo.16をほぼ編集なしであげてます！
⚠️配信用では無いため画質も音も悪いです。
一部ライブとは違う曲を使用しています！


【ライブで観戦した試合の選手情報！】
MAXバウトスペシャルワンマッチ大会No.2

🚨①名前②キャッチコピー
③年齢④身長⑤所属ジム
⑥メジャー戦績⑦主戦団体⑧タイトル

【アラカクお試し試合】
☆ライト級スペシャルワンマッチ
🟥①ランダーデビル
②デビル軍最強の男
③36歳④174cm⑤デビル軍
⑥【29勝6敗】⑦M・H
⑧現M・Hライト級王者
第5回 MAXバウトライト級GP優勝
🆚
🟦①わく
②ワンホールショット
③28歳④177cm⑤日本MMAチーム
⑥【11勝2敗】⑦ターゲット
⑧元ネオマーキーズライト級王者
現ターゲットライト級王者


【メインイベント試合】
☆ライト級スペシャルワンマッチ
🟥①ブルーワン
②皇帝ビッグウェーブ
③29歳④178cm⑤エキサイトクラス
⑥【20勝5敗】⑦エンペラー
⑧現エンペラーライト級王者
第7回MAXバウトライト級GP優勝
🆚
🟦①イスカン・アステ
②ステゴロの伝説
③34歳④172cm⑤RFチームクリスタル
⑥【6勝2敗】⑦M・H
⑧元リアルファイトライト級王者
元グレネードライト級王者


【アラカク知らない人へ】

①アラカクなに？って方へ！
これが一番わかりやすいです⬇️
バキ童チャンネル（アラカクの説明）
https://youtu.be/VDwwo72yU9s?si=XgCzRF5_4IQmQ6-0

＊アラカクのチャンネル【アラカク通信】はバキ童チャンネル見た後の方がおすすめです🙇‍♂️


②アラカク説明ありのライブ！
最初の1時間アラカクの説明してます！！ 
お笑いライブとしても最高です✨ 
 
アラカクライブNo.13
https://youtu.be/Q950wPcZuME?si=atMxlniH5Ybi655A 

アラカクライブNo.14
https://youtu.be/yN9h0C5MDHM?si=LV0FvalW9NmZZ8iB 

アラカクライブNo.15
https://youtu.be/bRsV2jPffak?si=b-Z4btMU_Xu2BMrl

#アラカク #あらかく #格闘技 #架空 #クロコップ #mma",2026-05-28T20:11:42
OFY3TCOBh3M,https://www.youtube.com/watch?v=OFY3TCOBh3M,場所のみ特別編！！おとさわvsオーロラデビルの見どころ！【#3あらかくNEWS】,アラカク通信,20260406,3:16,131,8,"アラカクの質問などこちらへ⬇️
arakakutsushin@gmail.com

件名にアラカクネーム（ラジオネーム的なの）を記入してください。無しでもいいですが！！
＊ネタのない時になるのでいつ読まれかわかりません。

今年は挑戦の年🔥
キャパ500でアラカクライブに挑戦します❗️
よろしくお願いします‼️

【告知】
『超アラカク』
【日程】2026年4月22日（水）
【会場】中野ZERO小ホール
【開場】19時00分
【開演】19時30分
【料金】前売り予約3000円／当日3500円

【アラカク知らないゲスト】
トム・ブラウン　布川
ヤーレンズ　楢原

【アラカク知ってるゲスト】
モグライダー　芝
ヤーレンズ　出井
や団　本間キッド
ファイヤーサンダー　崎山
青色１号　カミムラ
三福エンターテイメント
🎫⬇️
https://tiget.net/events/471516


［ターゲットNo.103対戦カード］

☆ライト級タイトルマッチ
🟥わく（王者）
28歳177cm日本MMAチーム
【11勝3敗】
現ターゲットライト級王者
🆚
🟦つくりはら（挑戦者）
26歳  174cm  バトン柔術
【7勝2敗】


☆ミドル級ワンマッチ
🟥おとさわ
35歳183cmゴッサブジャパン
【23勝16敗】
🆚
🟦オーロラデビル
24歳 188cm デビル軍
【2勝0敗】


☆ミドル級ワンマッチ
🟥きんとき36歳 190cm ターゲットプロジェクト【8勝10敗】
🆚
🟦ザモン
28歳 181cm  エキサイトクラス
【2勝2敗】


☆ミドル級ワンマッチ
🟥かべい30歳 188cm チームジャパン　
【13勝5敗】 
🆚
🟦フランク・ダクタ
31歳 191cm ビートダウン
【メジャーデビュー戦】


☆ミドル級ワンマッチ
🟥アリベル・アリベラ
29歳 178cm チームハンマー
【1勝2敗】
🆚
🟦わしかが
21歳  190cm  はっとり道場
【1勝0敗】


【アラカク知らない人へ】
アラカクなに？って方へ！おすすめです！

①バキ童チャンネル
https://youtu.be/VDwwo72yU9s?si=XgCzRF5_4IQmQ6-0

② ニューヨークOfficial Channel
https://youtu.be/4cccIjMPRHU?si=AiaANVELch62r9-v

③アラカク説明ありのライブ！
最初の1時間アラカクの説明してます！！ 
お笑いライブとしても最高です✨ 
 
アラカクライブNo.13
https://youtu.be/Q950wPcZuME?si=atMxlniH5Ybi655A 

アラカクライブNo.14
https://youtu.be/yN9h0C5MDHM?si=LV0FvalW9NmZZ8iB 

アラカクライブNo.15
https://youtu.be/bRsV2jPffak?si=b-Z4btMU_Xu2BMrl

#アラカク #あらかく #格闘技 #架空 #クロコップ #mma",2026-05-28T20:11:42
OYnlVWUDsPU,https://www.youtube.com/watch?v=OYnlVWUDsPU,Full Fight！第６回 MAXバウトライト級トーナメント２回戦 第一試合　マルコ・フレイザーvsランダーデビル,アラカク通信,20211122,6:27,35,2,"Full Fight！第６回 MAXバウトライト級トーナメント２回戦第一試合
⬇️選手情報です⬇️

🚨①名前②キャッチコピー
③年齢④身長⑤所属ジム
⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数
⑨タイトル


①マルコ・フレイザー  ②［疾風の如く］
③29歳 ④170cm ⑤ユーリンジム
⑥【5勝0敗】⑦エンペラー ⑧1回目
⑨現エンペラーライト級王者
🆚
①ランダーデビル  ②［デビル軍の絶対的エース］
③33歳 ④174cm ⑤デビル軍
⑥【23勝4敗】⑦M・H ⑧4回目
⑨現M・Hライト級王者、第5回MAXバウトライト級トーナメント優勝



【荒木の架空の格闘技=ARAKAKU】

ARAKAKUが始まります。

ARAKAKUとは何かをこのYouTubeチャンネルで知ってもらえたら嬉しいです🥊

ARAKAKU note
https://note.com/xyz1090

ARAKAKU Twitter
https://mobile.twitter.com/ARAKAKU1



ケイダッシュステージ所属の芸人でもあります。
【クロコップ】
にんじゃりばんばん⬇️
https://youtu.be/IY1WaJ22vP0
空手家の子⬇️
https://youtu.be/RSdWBnQvynU

クロコップ荒木Twitter
https://mobile.twitter.com/@crocoparaki

#アラカク
#架空
#白グローブ",2026-05-28T20:11:42
OoIhz_c01E0,https://www.youtube.com/watch?v=OoIhz_c01E0,【きたむらvsさんごく】MAXバウトライト級スペシャルワンマッチ（クロコップ荒木の実況付き）Full Fight！！,アラカク通信,20251103,14:59,49,,"荒木の実況付きFull Fight！

MAXバウトスペシャルワンマッチ大会No.2

🚨①名前②キャッチコピー
③年齢④身長⑤所属ジム
⑥メジャー戦績⑦主戦団体⑧タイトル


☆ライト級スペシャルワンマッチ
🟥①きたむら
②畳のストライカー
③31歳④170cm⑤VKデリンジャー
⑥【19勝6敗】⑦ターゲット
⑧なし
🆚
🟦①さんごく
②一撃アーティスト
③32歳④168cm⑤チームジャパン
⑥【8勝3敗】⑦M・H
⑧元バトルモードライト級王者



【アラカク知らない人へ】

①アラカクなに？って方へ！
これが一番わかりやすいです⬇️
バキ童チャンネル（アラカクの説明）
https://youtu.be/VDwwo72yU9s?si=XgCzRF5_4IQmQ6-0

＊アラカクのチャンネル【アラカク通信】はバキ童チャンネル見た後の方がおすすめです🙇‍♂️


②アラカク説明ありのライブ！
最初の1時間アラカクの説明してます！！ 
お笑いライブとしても最高です✨ 
 
アラカクライブNo.13
https://youtu.be/Q950wPcZuME?si=atMxlniH5Ybi655A 

アラカクライブNo.14
https://youtu.be/yN9h0C5MDHM?si=LV0FvalW9NmZZ8iB 

アラカクライブNo.15
https://youtu.be/bRsV2jPffak?si=b-Z4btMU_Xu2BMrl

#アラカク #あらかく #格闘技 #架空 #クロコップ #mma",2026-05-28T20:11:42
OzElVcxXRDU,https://www.youtube.com/watch?v=OzElVcxXRDU,超アラカクまで一週間切る！質問も答えたり！！【#4あらかくNEWS】,アラカク通信,20260417,10:24,122,9,"アラカクの質問などこちらへ⬇️
arakakutsushin@gmail.com

件名にアラカクネーム（ラジオネーム的なの）を記入してください。無しでもいいですが！！
＊ネタのない時になるのでいつ読まれかわかりません。

今年は挑戦の年🔥
キャパ500でアラカクライブに挑戦します❗️
よろしくお願いします‼️

【告知】
『超アラカク』
【日程】2026年4月22日（水）
【会場】中野ZERO小ホール
【開場】19時00分
【開演】19時30分
【料金】前売り予約3000円／当日3500円

【アラカク知らないゲスト】
トム・ブラウン　布川
ヤーレンズ　楢原

【アラカク知ってるゲスト】
モグライダー　芝
ヤーレンズ　出井
や団　本間キッド
ファイヤーサンダー　崎山
青色１号　カミムラ
三福エンターテイメント
🎫⬇️
https://tiget.net/events/471516


【アラカク知らない人へ】
アラカクなに？って方へ！おすすめです！

①バキ童チャンネル
https://youtu.be/VDwwo72yU9s?si=XgCzRF5_4IQmQ6-0

② ニューヨークOfficial Channel
https://youtu.be/4cccIjMPRHU?si=AiaANVELch62r9-v

③アラカク説明ありのライブ！
最初の1時間アラカクの説明してます！！ 
お笑いライブとしても最高です✨ 
 
アラカクライブNo.13
https://youtu.be/Q950wPcZuME?si=atMxlniH5Ybi655A 

アラカクライブNo.14
https://youtu.be/yN9h0C5MDHM?si=LV0FvalW9NmZZ8iB 

アラカクライブNo.15
https://youtu.be/bRsV2jPffak?si=b-Z4btMU_Xu2BMrl

#アラカク #あらかく #格闘技 #架空 #クロコップ #mma",2026-05-28T20:11:42
P3FcqiRKjvc,https://www.youtube.com/watch?v=P3FcqiRKjvc,第5回MAXバウトミドル級トーナメント　一回戦　ダイジェスト,アラカク通信,20220918,9:16,215,8,"第5回MAXバウトミドル級ＧＰ

🚨①名前②キャッチコピー
③年齢④身長⑤所属ジム
⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数
⑨タイトル⑩戦いたい相手


1回戦Aグループ

☆第一試合
①ミサ・ウィル・ジョー
②ラスボス
③年齢36歳④身長185cm⑤所属ミサイル・ジョー
⑥メジャー戦績【10勝1敗】⑦主戦団体エンペラー⑧MAXバウト2回目
⑨元キングプロレスヘビー級王者
　現エンペラーミドル級王者
　第4回MAXバウトミドル級トーナメント優勝
⑩ブレード・アロー
🆚
①ヘル・ラッサー
②マイナー二冠のネオバトルモンスター
③31歳 ④191cm ⑤ツインズ
⑥【メジャー戦績なし】⑦ネオマーキーズ⑧1回目
⑨現ネオマーキーズミドル級王者
　元バトルモードミドル級王者
⑩誰でもいい


☆第二試合
①ルージュド・スターリー
②柔術ミステリー
③33歳④190cm⑤ゴッサブトップチーム
⑥【9勝1敗】⑦ターゲット⑧2回目
⑨現ターゲットミドル級王者
⑩ゼット
🆚
①シガー・ユーナイム
②キラーファイトのKOキング
③29歳④190cm⑤ワンデイジム
⑥【2勝0敗】⑦ターゲット⑧1回目
⑨現キラーFCミドル級暫定王者
⑩ヘル・ラッサー


☆第三試合
①おとさわ
②日本ミドル級グラップリングのエース
③32歳　④183cm　⑤ゴッサブジャパン
⑥【19勝13敗】⑦ターゲット ⑧4回目
⑨第3回MAXバウトミドル級ＧＰ準優勝
⑩ストライカーの選手
🆚
①ゼット
②ブリザード
③ 32歳 ④188cm⑤RFチームクリスタル
⑥【8勝4敗】⑦M・H⑧2回目
⑨元リアルFCミドル級王者
   第4回MAXバウトミドル級ＧＰ準優勝
⑩誰でもいい


☆第四試合
①チャールス・ブランディン
②弾丸タックルベアー
③32歳④189cm⑤オーバースロージム
⑥【3勝3敗】⑦エンペラー⑧1回目
⑨元アルバトロスミドル級王者
⑩ミサ・ウィル・ジョー
🆚
①かべい
②覇王
③27歳 ④188cm ⑤チームジャパン　
⑥【7勝3敗】⑦ターゲット⑧2回目
⑨元ジャパンファイトミドル級王者
⑩さかえだ


★1回戦Bグループ★

第一試合
①テール・ジャンク
②Unknown
③ 31歳 ④186cm ⑤Sジム
⑥【21勝2敗】⑦M・H⑧4回目
⑨現M・Hミドル級王者
　第2回、第3回MAXバウトミドル級トーナメント優勝
⑩ミサ・ウィル・ジョー
🆚
①らんちゃーすがや
②必殺レインボーフック
③27歳 ④185cm ⑤コミックファイト倶楽部
⑥【3勝0敗】⑦M・H⑧1回目
⑨元コミックファイトミドル級王者
　元ジャパンファイトミドル級王者
⑩かべい


☆第二試合
①さかえだ
②日本ミドル級ストライキングのエース
③ 32歳 ④180cm ⑤日本MMAチーム
⑥【16勝7敗】⑦エンペラー⑧4回目
⑨なし
⑩かべい
🆚
①ミハエル・ボタルニカ
②復活のダークヒーローミドル編
③35歳④188cm⑤レ・ジェンド
⑥【4勝2敗】⑦ターゲット⑧1回目
⑨元ネオマーキーズヘビー級王者
⑩ミサ・ウィル・ジョー


☆第三試合
①トルー・パルドレス
②若きマジシャンズの雄
③ 25歳 ④190cm ⑤マジシャンズ
⑥【4勝2敗】⑦M・H⑧1回目
⑨なし
⑩ルージュド・スターリー
🆚
①ダイス・ヴォルケード
②最強転校生
③ 32歳 ④190cm ⑤ＫＢMトップチーム
⑥【3勝1敗】⑦エンペラー⑧1回目
⑨元WKミドル級王者
　WKミドル級トーナメント優勝
　第一回Stand up無差別級トーナメント準優勝
⑩テール・ジャンク


☆第四試合
①クロノ・マリーケン
②情無しヒットマン
③ 28歳 ④183cm ⑤チームパウルソン
⑥【7勝5敗】⑦M・H⑧2回目
⑨元ケンカFCミドル級王者
⑩ギタミン・アーロン
🆚
①ギタミン・アーロン
②影の実力者
③ 36歳 ④185cm ⑤VKデリンジャー
⑥【12勝3敗】⑦M・H⑧3回目
⑨MAXバウトヘビー級総当たりマッチ優勝
⑩テール・ジャンク


#アラカク
#格闘技
#架空
#家格",2026-05-28T20:11:42
PDnWpfZiX_s,https://www.youtube.com/watch?v=PDnWpfZiX_s,Full Fight！かべいvsかぜの ターゲットNo.93 ミドル級ワンマッチ,アラカク通信,20231201,4:22,24,,"ターゲットNo.93

☆ミドル級ワンマッチ
🟥かべい28歳 188cm チームジャパン　
【8勝4敗】
🆚
🟦かぜの
25歳 185cm 日本MMAチーム
【メジャーデビュー戦】
現ジャパンファイトミドル級王者


#アラカク 
#あらかく 
#格闘技 
#架空 
#クロコップ",2026-05-28T20:11:42
